customer_id,total_quantity,n_orders,avg_qty_per_order,max_qty_single_order,n_distinct_skus,sku_concentration,pct_orders_discount_window,avg_discount_pct_when_used,purchase_span_days,order_frequency_per_week,total_spend,n_distinct_ips,account_age_at_first_order_days,shared_device_count,shared_payment_count,shared_address_count,shared_ip_count,identity_cluster_size,segment,is_reseller,is_loyal_bulk
CUST-00228abce9,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,16.65649349230324,0,0,0,0,1,normal,0,0
CUST-0028af661e,34,4,8.5,10,4,0.2525951557093426,1.0,0.36249999999999993,150.00965297921294,0.18665465484331198,1512.0,1,8.720346892453705,0,0,0,0,1,solo_reseller,1,0
CUST-0037c4cc15,2,2,1.0,1,2,0.5,0.0,0.0,47.566837902453706,0.2943226965961052,55.0,1,222.51351229590279,0,0,0,0,1,normal,0,0
CUST-00432d1462,8,1,8.0,8,1,1.0,0.0,0.0,0.0,7.0,720.0,1,412.3454516451273,0,0,0,0,1,loyal_bulk,0,1
CUST-004fa1a7ea,2,2,1.0,1,2,0.5,0.0,0.0,22.61495515241898,0.6190593748978762,160.0,1,20.201413866979166,0,0,0,0,1,normal,0,0
CUST-004fcf52c4,15,3,5.0,8,3,0.39555555555555555,0.0,0.0,86.22568663653935,0.2435469153005382,1050.0,1,535.4939975525926,0,0,0,0,1,loyal_bulk,0,1
CUST-0067c9ef4f,44,11,4.0,5,2,0.5010330578512396,0.0,0.0,154.67372469096065,0.49782211008266997,3540.0,1,259.4527972475347,0,0,0,0,1,stealth_reseller,1,0
CUST-00a1e57d77,16,2,8.0,8,2,0.5,1.0,0.375,119.99225512275464,0.11667419689443873,610.0,1,0.0,0,0,0,0,1,solo_reseller,1,0
CUST-00afcdf0e5,9,3,3.0,3,3,0.3333333333333333,0.0,0.0,19.102937777476853,1.0993073549535328,630.0,1,403.8331293364699,0,0,0,0,1,loyal_bulk,0,1
CUST-00fd425b19,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,215.83152719084492,0,0,2,0,3,shared_address_legit,0,1
CUST-0102a0e98f,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,30.0,1,186.031402979375,0,0,0,0,1,normal,0,0
CUST-0162eef05f,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,200.0,1,49.46279071708334,0,0,0,0,1,normal,0,0
CUST-017896006c,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,90.0,1,249.04103718199073,0,0,3,0,4,shared_address_legit,0,1
CUST-01f06ae54f,3,1,3.0,3,1,1.0,1.0,0.4,0.0,7.0,153.0,1,152.4310900968287,0,0,5,5,6,ring_reseller,1,0
CUST-01f7b7ddef,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,70.0,1,461.86946450957174,0,0,0,0,1,normal,0,0
CUST-0212cff75e,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,120.0,1,228.9969854239352,0,0,0,0,1,normal,0,0
CUST-02a7572047,3,3,1.0,1,2,0.5555555555555556,0.0,0.0,49.557108003819444,0.42375354103353846,225.0,1,249.8585449233449,0,0,0,0,1,normal,0,0
CUST-02abd21bf5,30,8,3.75,5,2,0.5088888888888888,0.0,0.0,36.14668700260417,1.5492429498716027,2700.0,8,1.5564090818749998,0,0,0,0,1,stealth_reseller,1,0
CUST-02b2851672,4,4,1.0,1,4,0.25,0.0,0.0,102.46628583626158,0.27326061222462245,345.0,1,339.57597143498845,0,0,0,0,1,normal,0,0
CUST-02c1129ff4,3,2,1.5,2,2,0.5555555555555556,0.0,0.0,135.46034230090277,0.1033512817271738,170.0,1,396.81715692402776,0,0,0,0,1,normal,0,0
CUST-02c8af9d45,20,4,5.0,6,1,1.0,0.0,0.0,171.94445092791668,0.16284328949782906,1700.0,1,307.1156916065162,0,0,0,0,1,loyal_bulk,0,1
CUST-02f8c364b5,2,2,1.0,1,1,1.0,0.0,0.0,17.13840809207176,0.816878669523362,200.0,1,12.731824379502315,0,0,0,0,1,normal,0,0
CUST-0309dbd81a,5,3,1.6666666666666667,2,3,0.3600000000000001,0.0,0.0,53.214938921319444,0.3946260284362892,445.0,1,394.5013587369676,0,0,0,0,1,normal,0,0
CUST-034ac8d5e1,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,152.53328714493057,0,0,0,0,1,normal,0,0
CUST-036ad82be6,3,3,1.0,1,3,0.3333333333333333,0.0,0.0,16.576921068564815,1.2668214991879745,215.0,1,15.023107862905093,0,0,1,0,2,shared_address_legit,0,1
CUST-036bdddfb2,10,1,10.0,10,1,1.0,1.0,0.4,0.0,7.0,600.0,1,219.24751310938657,0,0,0,0,1,solo_reseller,1,0
CUST-0383c7fd91,2,2,1.0,1,1,1.0,0.0,0.0,23.921225431180556,0.5852542981243529,140.0,1,193.05192106979166,0,0,0,0,1,normal,0,0
CUST-03bf9e7a51,4,3,1.3333333333333333,2,3,0.375,0.0,0.0,32.88356260364583,0.6386169361610385,250.0,1,414.3684723879745,0,0,1,0,2,shared_address_legit,0,1
CUST-03c9d3c73e,3,2,1.5,2,2,0.5555555555555556,0.0,0.0,68.9161174500463,0.20314551251596363,205.0,1,36.49370243043982,0,0,0,0,1,normal,0,0
CUST-03f9d0bc24,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,82.55802323119212,0,0,0,0,1,normal,0,0
CUST-0408971505,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,120.0,1,282.86493282034724,0,0,0,0,1,normal,0,0
CUST-04441fab6d,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,25.0,1,9.455561185254629,0,0,0,0,1,normal,0,0
CUST-0445223959,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,158.5344400766551,0,0,0,0,1,normal,0,0
CUST-045c752975,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,30.0,1,398.5398836534722,0,0,3,0,4,shared_address_legit,0,1
CUST-045c8a787d,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,100.0,1,439.6062003025347,0,0,0,0,1,normal,0,0
CUST-045ebbb38b,15,1,15.0,15,1,1.0,1.0,0.45,0.0,7.0,825.0,1,313.33018535527776,0,0,0,0,1,solo_reseller,1,0
CUST-046740c3f6,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,85.0,1,209.90501437491898,0,0,0,0,1,normal,0,0
CUST-046ceb5b24,4,3,1.3333333333333333,2,2,0.5,0.0,0.0,101.38781282138888,0.20712548594962704,380.0,1,102.7308447124537,0,0,0,0,1,normal,0,0
CUST-0475692135,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,60.0,1,127.95801406074074,0,0,0,0,1,normal,0,0
CUST-04c2b325eb,4,3,1.3333333333333333,2,3,0.375,0.0,0.0,156.4312263946412,0.1342442968964628,245.0,1,32.3296456390162,0,0,0,0,1,normal,0,0
CUST-04d33ce50d,13,4,3.25,4,3,0.36094674556213024,0.0,0.0,109.00147121384259,0.25687726677623185,1180.0,1,334.9771131815394,0,0,0,0,1,loyal_bulk,0,1
CUST-04f00a8974,2,1,2.0,2,1,1.0,0.0,0.0,0.0,7.0,140.0,1,173.7172165038426,0,0,0,0,1,normal,0,0
CUST-04f346e5bf,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,90.0,1,243.55961827453706,0,0,0,0,1,normal,0,0
CUST-05107927c1,45,4,11.25,15,2,0.7076543209876542,1.0,0.38749999999999996,150.00430501329862,0.18666130947053594,2552.0,1,0.0,0,0,0,0,1,solo_reseller,1,0
CUST-0557e6d38e,1,1,1.0,1,1,1.0,0.0,0.0,0.0,7.0,85.0,1,48.348369104074074,0,0,0,0,1,normal,0,0
CUST-0584fd2640,4,3,1.3333333333333333,2,3,0.375,0.0,0.0,86.8161433221875,0.24189049635694948,285.0,1,431.54621593710647,0,0,1,0,2,shared_address_legit,0,1
CUST-0591c04ddd,12,1,12.0,12,1,1.0,1.0,0.3,0.0,7.0,588.0,1,72.80664223420138,0,0,0,0,1,solo_reseller,1,0
